Time*,C-2DPS-2 Instron Force (kN),C-2DPS-2 Extensometer (mm/mm)
3909,9.869873176,0.139169797
3909.5,9.870899568,0.139196575
3910,9.870373855,0.139209628
3910.5,9.869637142,0.139237434
3911,9.869758735,0.139252633
3911.5,9.869987617,0.139273688
3912,9.870913873,0.139300957
3912.5,9.871139179,0.139314011
3913,9.870094906,0.139340609
3913.5,9.870581279,0.139359564
3914,9.871124874,0.139375925
3914.5,9.872108351,0.139404267
3915,9.87153257,0.139419153
3915.5,9.870731483,0.139444187
3916,9.870988975,0.139464214
3916.5,9.871986757,0.139479995
3917,9.872187029,0.139509588
3917.5,9.872283588,0.139524832
3918,9.871060501,0.13954629
3918.5,9.871199976,0.139571682
3919,9.871847282,0.139586076
3919.5,9.872154842,0.139613032
3920,9.872315775,0.139629662
3920.5,9.872015367,0.139648125
3921,9.871543298,0.139673963
3921.5,9.872283588,0.139687687
3922,9.872376571,0.139716208
3922.5,9.872308622,0.139734849
3923,9.872347961,0.139751792
3923.5,9.871761451,0.139780045
3924,9.872344385,0.139794573
3924.5,9.872326504,0.13981925
3925,9.872408758,0.139840975
3925.5,9.872287164,0.139855996
3926,9.871832977,0.139883041
3926.5,9.872355114,0.139898822
3927,9.872533928,0.139920011
3927.5,9.873495947,0.139946207
3928,9.873091827,0.139960378
3928.5,9.872376571,0.139986351
3929,9.872583996,0.140002132
3929.5,9.872938047,0.140023232
3930,9.873467337,0.14004907
3930.5,9.873410116,0.140063018
3931,9.87254108,0.140091002
3931.5,9.873199116,0.140107229
3932,9.873592506,0.140126273
3932.5,9.874014507,0.14015466
3933,9.87395371,0.140167937
3933.5,9.872544657,0.140193597
3934,9.872920166,0.140214339
3934.5,9.873928676,0.1402307
3935,9.874783407,0.140259847
3935.5,9.874883543,0.140272453
3936,9.87340654,0.140296906
3936.5,9.874504457,0.140319392
3937,9.874279152,0.140332133
3937.5,9.874922882,0.140363604
3938,9.875119577,0.140379965
3938.5,9.87426127,0.140398875
3939,9.874425779,0.140423149
3939.5,9.874822746,0.140437052
3940,9.875033747,0.140467182
3940.5,9.875055204,0.1404856
3941,9.874812017,0.140501693
3941.5,9.874350677,0.140529588
3942,9.875048052,0.140543982
3942.5,9.875080238,0.140568793
3943,9.875369917,0.140589938
3943.5,9.875112425,0.140606478
3944,9.875023018,0.140635043
3944.5,9.875080238,0.140648902
3945,9.875305544,0.140672058
3945.5,9.87577046,0.140695438
3946,9.875101696,0.140708357
3946.5,9.874980102,0.140738443
3947,9.875108849,0.140752927
3947.5,9.875141035,0.140773401
3948,9.875709663,0.140801117
3948.5,9.875827681,0.140814573
3949,9.874926458,0.140841752
3949.5,9.875040899,0.140858919
3950,9.875981461,0.140875995
3950.5,9.877143751,0.140906036
3951,9.876564394,0.140918955
3951.5,9.875255476,0.140944302
3952,9.87558807,0.140966386
3952.5,9.876371275,0.140981451
3953,9.877526413,0.141010866
3953.5,9.877444159,0.141025081
3954,9.875455748,0.141048148
3954.5,9.875409256,0.14107202
3955,9.876224648,0.141084358
3955.5,9.877683769,0.141114891
3956,9.877655159,0.141131163
3956.5,9.8760208,0.141149357
3957,9.876893412,0.141177163
3957.5,9.877626549,0.141190216
3958,9.877665888,0.141217664
3958.5,9.877723108,0.141237691
3959,9.877143751,0.141252354
3959.5,9.876517902,0.141282216
3960,9.877633701,0.141296208
3960.5,9.877762447,0.141320437
3961,9.877690922,0.141343594
3961.5,9.877297531,0.141356021
3962,9.877079378,0.141385794
3962.5,9.877758871,0.141401351
3963,9.877733837,0.141423479
3963.5,9.87779821,0.14144963
3964,9.877744566,0.141464293
3964.5,9.877512108,0.141489416
3965,9.877737414,0.141508371
3965.5,9.878180872,0.141527906
3966,9.878120075,0.141554952
3966.5,9.877805363,0.141567871
3967,9.877812515,0.141593531
3967.5,9.87774099,0.141614899
3968,9.878012787,0.14162907
3968.5,9.878302466,0.141659156
3969,9.878073584,0.141676322
3969.5,9.877780329,0.141696617
3970,9.878095041,0.141720489
3970.5,9.878892552,0.14173618
3971,9.879629265,0.141762868
3971.5,9.878656517,0.141781375
3972,9.878159414,0.14179796
3972.5,9.878828179,0.141826034
3973,9.879457604,0.141839713
3973.5,9.879872452,0.141866088
3974,9.87995113,0.14188683
3974.5,9.878148686,0.141902611
3975,9.878881823,0.141932294
3975.5,9.879486214,0.141945437
3976,9.879436146,0.141969174
3976.5,9.879911791,0.141991615
3977,9.879096399,0.142007619
3977.5,9.879346739,0.142035917
3978,9.879997622,0.14205268
3978.5,9.880544792,0.142071679
3979,9.880466114,0.142098993
3979.5,9.880233656,0.142111689
3980,9.880072724,0.142139942
3980.5,9.880437504,0.142158002
3981,9.880498301,0.142174408
3981.5,9.880494725,0.142204225
3982,9.880401741,0.142215982
3982.5,9.879947554,0.142242626
3983,9.880380284,0.142265648
3983.5,9.880419623,0.142278925
3984,9.88053764,0.142308384
3984.5,9.880541216,0.142325059
3985,9.880326639,0.142343521
3985.5,9.880469691,0.14237088
3986,9.88059486,0.142383799
3986.5,9.880927454,0.142411515
3987,9.88069142,0.142430112
3987.5,9.880505453,0.142446965
3988,9.880480419,0.142476693
3988.5,9.880694996,0.142488897
3989,9.881131302,0.142514289
3989.5,9.880680691,0.142537222
3990,9.880476843,0.142551124
3990.5,9.88059486,0.142580182
3991,9.880991827,0.142594889
3991.5,9.881835829,0.142617062
3992,9.88115276,0.142642632
3992.5,9.880548369,0.142655149
3993,9.881156336,0.142683983
3993.5,9.882222067,0.14270334
3994,9.883108984,0.14272064
3994.5,9.883019577,0.142751307
3995,9.881499659,0.142761454
3995.5,9.881649863,0.14278698
3996,9.882561814,0.142810539
3996.5,9.88296951,0.142824978
3997,9.882801424,0.142854616
3997.5,9.881127726,0.142870486
3998,9.881617676,0.142889574
3998.5,9.882561814,0.142916665
3999,9.883198391,0.142929673
3999.5,9.883130442,0.142957524
4000,9.88290156,0.142976836
4000.5,9.882619034,0.142993108
4001,9.883255612,0.143023193
4001.5,9.88330568,0.143037006
4002,9.883219849,0.143060565
4002.5,9.88299812,0.143084079
4003,9.882915865,0.143098116
4003.5,9.883223425,0.143126413
4004,9.883294951,0.143144384
4004.5,9.883198391,0.143165082
4005,9.883234154,0.143191591
4005.5,9.882511746,0.143201784
4006,9.883184086,0.14323093
4006.5,9.883359324,0.143248901
4007,9.883473765,0.143266022
4007.5,9.883348595,0.143295482
4008,9.883287798,0.1433101
4008.5,9.883774172,0.143333704
4009,9.883434426,0.143358112
4009.5,9.884400021,0.143370718
4010,9.883541714,0.143401474
4010.5,9.883191239,0.143417165
4011,9.883216273,0.143435627
4011.5,9.883505951,0.143463969
4012,9.883731257,0.143475414
4012.5,9.883527409,0.143503756
4013,9.88339151,0.143522531
4013.5,9.883466612,0.143539295
4014,9.884210478,0.143568889
4014.5,9.885129582,0.143582255
4015,9.884700429,0.143606395
4015.5,9.884360682,0.143631697
4016,9.884178292,0.143644527
4016.5,9.88523687,0.143673182
4017,9.885483634,0.143690214
4017.5,9.885283362,0.143709928
4018,9.883842122,0.14373903
4018.5,9.884675395,0.143749312
4019,9.884789836,0.143776447
4019.5,9.885075938,0.143795848
4020,9.885784041,0.143812746
4020.5,9.885376345,0.143842519
4021,9.884889971,0.143856645
4021.5,9.885812651,0.143879622
4022,9.88600577,0.143903405
4022.5,9.885934245,0.143918515
4023,9.885887753,0.143946365
4023.5,9.885866295,0.143966303
4024,9.885991465,0.143983424
4024.5,9.885937821,0.144012079
4025,9.885962855,0.144025892
4025.5,9.885944974,0.144050122
4026,9.885433566,0.144072697
4026.5,9.885866295,0.144087136
4027,9.886009347,0.144117132
4027.5,9.886209618,0.144133941
4028,9.885930668,0.144154147
4028.5,9.886012923,0.144176722
4029,9.885966431,0.144193575
4029.5,9.886134516,0.144221425
4030,9.887132298,0.144240737
4030.5,9.886574399,0.144258172
4031,9.885894906,0.144286916
4031.5,9.886138093,0.144299925
4032,9.886402737,0.144324288
4032.5,9.886817586,0.144348607
4033,9.886417042,0.14436318
4033.5,9.885952126,0.144391567
4034,9.885984313,0.14440547
4034.5,9.886502873,0.144428268
4035,9.888044249,0.14445661
4035.5,9.887650859,0.144467607
4036,9.886477839,0.144496933
4036.5,9.886653077,0.144512937
4037,9.88779391,0.144530014
4037.5,9.888573539,0.144561261
4038,9.888369691,0.144574717
4038.5,9.887261044,0.144599215
4039,9.887003552,0.144622103
4039.5,9.887507807,0.144635737
4040,9.888469826,0.144666225
4040.5,9.88807286,0.144682765
4041,9.887261044,0.144701541
4041.5,9.886699568,0.144728318
4042,9.887776028,0.144742847
4042.5,9.888645064,0.144769311
4043,9.888580691,0.144790501
4043.5,9.888219487,0.144804269
4044,9.887854707,0.14483431
4044.5,9.888634335,0.14484942
4045,9.88862003,0.144872621
4045.5,9.888680827,0.144896672
4046,9.888555657,0.144911647
4046.5,9.888069283,0.144939274
4047,9.888523471,0.144954339
4047.5,9.888709437,0.144975171
4048,9.888645064,0.145002619
4048.5,9.888709437,0.145017282
4049,9.888434064,0.145042226
4049.5,9.8887452,0.145063997
4050,9.888888251,0.145079598
4050.5,9.888945472,0.145109415
4051,9.888852488,0.145125956
4051.5,9.88877381,0.145144821
4052,9.888698708,0.145171911
4052.5,9.889142167,0.145184696
4053,9.889227998,0.145211116
4053.5,9.888974082,0.145232976
4054,9.888713013,0.14524813
4054.5,9.888759505,0.145278976
4055,9.889027726,0.145291224
4055.5,9.889506947,0.145315096
4056,9.889224421,0.145341471
4056.5,9.888974082,0.145353094
4057,9.889306676,0.145381481
4057.5,9.890397441,0.145398602
4058,9.89059056,0.145418451
4058.5,9.890139949,0.145445943
4059,9.889267337,0.14545855
4059.5,9.88987888,0.145485551
4060,9.890132796,0.145508528
4060.5,9.890958917,0.145523191
4061,9.890848052,0.145552829
4061.5,9.889957559,0.145565167
4062,9.889381778,0.145588726
4062.5,9.889982592,0.145614699
4063,9.890569102,0.145627439
4063.5,9.891295087,0.145656139
4064,9.891162764,0.145675138
4064.5,9.890132796,0.145691902
4065,9.890865933,0.145721004
4065.5,9.891377341,0.145734862
4066,9.891323697,0.145759449
4066.5,9.891312968,0.145784125
4067,9.890604865,0.145796463
4067.5,9.891305816,0.14582561
4068,9.891370189,0.145840675
4068.5,9.891470324,0.145862312
4069,9.891366612,0.145889178
4069.5,9.890447509,0.145902768
4070,9.891355884,0.145930306
4070.5,9.89133085,0.145950154
4071,9.891516816,0.145965219
4071.5,9.891413104,0.145994768
4072,9.891202104,0.14600876
4072.5,9.89138807,0.146032587
4073,9.891473901,0.146056369
4073.5,9.89163841,0.14607054
4074,9.891427409,0.146099195
4074.5,9.891391646,0.146117479
4075,9.891380918,0.146135092
4075.5,9.891377341,0.146163613
4076,9.891867291,0.146176488
4076.5,9.891752851,0.14620331
4077,9.891420257,0.146225214
4077.5,9.891427409,0.146238044
4078,9.891538274,0.146269784
4078.5,9.892661225,0.146284491
4079,9.892421615,0.146304876
4079.5,9.891466748,0.146331609
4080,9.891509664,0.14634265
4080.5,9.891738545,0.146373094
4081,9.892843616,0.146391377
4081.5,9.893208396,0.146409527
4082,9.892278564,0.146437467
4082.5,9.891699206,0.146449626
4083,9.892478835,0.146476672
4083.5,9.893072497,0.146499247
4084,9.893440854,0.146512077
4084.5,9.892346513,0.146543146
4085,9.8918208,0.146557585
4085.5,9.893251311,0.146578595
4086,9.893948686,0.146604568
4086.5,9.894009483,0.146620527
4087,9.8933586,0.146645382
4087.5,9.892485988,0.14666532
4088,9.893637549,0.146681726
4088.5,9.894048822,0.146712259
4089,9.89405955,0.1467271
4089.5,9.893859279,0.146748513
4090,9.892693412,0.146773458
4090.5,9.893841397,0.146787584
4091,9.894131076,0.146817044
4091.5,9.894188296,0.146835775
4092,9.894116771,0.146852091
4092.5,9.893780601,0.146878332
4093,9.894141805,0.146894962
4093.5,9.894131076,0.146919415
4094,9.894077432,0.146942303
4094.5,9.894163262,0.146954999
4095,9.89369477,0.14698647
4095.5,9.894102466,0.1469993
4096,9.894088161,0.147022456
4096.5,9.894370687,0.147047759
4097,9.894324195,0.147062868
4097.5,9.894038093,0.147090942
4098,9.894098889,0.147108913
4098.5,9.894163262,0.147125051
4099,9.894320619,0.147154823
4099.5,9.894359958,0.147171006
4100,9.894216907,0.147192821
4100.5,9.894177568,0.147216157
4101,9.894420755,0.14722997
4101.5,9.895150315,0.147259966
4102,9.89554013,0.14727588
4102.5,9.894163262,0.147295371
4103,9.89428128,0.147320986
4103.5,9.895393502,0.147338957
4104,9.894967925,0.147362873
4104.5,9.895554435,0.147384376
4105,9.894739043,0.147400111
4105.5,9.894384992,0.14742966
4106,9.894849908,0.147444636
4106.5,9.895772588,0.147466317
4107,9.896516454,0.147493318
4107.5,9.895815503,0.147505478
4108,9.894774806,0.147533104
4108.5,9.895493638,0.147553713
4109,9.896359098,0.147570164
4109.5,9.896591556,0.147599042
4110,9.896480691,0.147615627
4110.5,9.895379197,0.147635833
4111,9.896312606,0.147661984
4111.5,9.896705997,0.147675485
4112,9.896802556,0.147704587
4112.5,9.896816861,0.147721798
4113,9.895093095,0.1477395
4113.5,9.896484268,0.147767529
4114,9.896866929,0.147782058
4114.5,9.896888387,0.147807718
4115,9.89679898,0.147830472
4115.5,9.896505725,0.147843347
4116,9.896545064,0.147874103
4116.5,9.896945607,0.14789024
4117,9.897020709,0.147909642
4117.5,9.896967065,0.14793633
4118,9.896652353,0.147948668
4118.5,9.896845472,0.147977546
4119,9.896891963,0.147997439
4119.5,9.89695276,0.148013086
4120,9.896902692,0.148043752
4120.5,9.896680963,0.148057744
4121,9.89689554,0.14808032
4121.5,9.896945607,0.148106471
4122,9.897181642,0.148120374
4122.5,9.897324693,0.148148001
4123,9.896916997,0.148167447
4123.5,9.896899116,0.148183227
4124,9.896970641,0.148213223
4124.5,9.897446287,0.148228378
4125,9.898050678,0.148251623
4125.5,9.897042167,0.148275495
4126,9.896884811,0.14828828
4126.5,9.897253167,0.148318902
4127,9.897274625,0.148335711
4127.5,9.898429763,0.148354218
4128,9.897313964,0.148383588
4128.5,9.897113693,0.1483953
4129,9.898368966,0.148421005
4129.5,9.898880374,0.14844434
4130,9.899509799,0.148458556
4130.5,9.898905408,0.148488373
4131,9.897782457,0.148505226
4131.5,9.898501289,0.148525298
4132,9.898869646,0.148551271
4132.5,9.899545562,0.148566828
4133,9.899280918,0.148592756
4133.5,9.897364032,0.148611978
4134,9.898665798,0.148629323
4134.5,9.899348867,0.1486599
4135,9.899667156,0.148675681
4135.5,9.899449003,0.148696066
4136,9.898368966,0.14872329
4136.5,9.899524105,0.148735226
4137,9.899531257,0.14876473
4137.5,9.899645698,0.148784265
4138,9.899656427,0.148800761
4138.5,9.898805273,0.148830355
4139,9.89944185,0.148844928
4139.5,9.899588478,0.148867772
4140,9.899713647,0.14889294
4140.5,9.899592054,0.148906172
4141,9.899037731,0.148933754
4141.5,9.89956702,0.148953468
4142,9.899670732,0.148969427
4142.5,9.899935377,0.149000899
4143,9.899785173,0.149014578
4143.5,9.899549139,0.14903769
4144,9.899588478,0.149061248
4144.5,9.899620664,0.149076135
4145,9.900031936,0.149104342
4145.5,9.89974941,0.149123252
4146,9.899638545,0.149139569
4146.5,9.899710071,0.149169788
4147,9.899706495,0.149182752
4147.5,9.899788749,0.149206892
4148,9.899738681,0.149229959
4148.5,9.899609935,0.14924489
4149,9.899606359,0.149275154
4149.5,9.89974941,0.149290756
4150,9.900457513,0.149310962
4150.5,9.90036453,0.149338455
4151,9.90015353,0.149354458
4151.5,9.899738681,0.149379269
4152,9.899938953,0.14940171
4152.5,9.900707853,0.149415613
4153,9.901001108,0.14944543
4153.5,9.900886667,0.149460406
4154,9.899710071,0.149481059
4154.5,9.900099885,0.149507836
4155,9.900847328,0.149521873
4155.5,9.90131582,0.149549455
4156,9.90144099,0.149567471
4156.5,9.900174987,0.149585263
4157,9.901054752,0.14961423
4157.5,9.901802194,0.149630413
4158,9.902342212,0.149651915
4158.5,9.902345789,0.149679498
4159,9.901666296,0.149690807
4159.5,9.901938093,0.149719909
4160,9.902174127,0.149739087
4160.5,9.902349365,0.149756075
4161,9.902381551,0.149784908
4161.5,9.901616228,0.149801449
4162,9.901576889,0.149822057
4162.5,9.901963127,0.149849818
4163,9.902284992,0.149861351
4163.5,9.902377975,0.149891437
4164,9.90236367,0.149909899
4164.5,9.901473177,0.149926395
4165,9.902284992,0.149955273
4165.5,9.902456653,0.149971367
4166,9.902610433,0.149992824
4166.5,9.902342212,0.150020496
4167,9.902220619,0.150032342
4167.5,9.90230645,0.150061578
4168,9.90248884,0.150079817
4168.5,9.902596128,0.150098146
4169,9.902560365,0.150126488
4169.5,9.902081144,0.150139407
4170,9.902352941,0.15016386
4170.5,9.902417314,0.150187329
4171,9.902864349,0.150202037
4171.5,9.90242089,0.150231094
4172,9.902277839,0.150248215
4172.5,9.902360094,0.150267259
4173,9.902757061,0.150295467
4173.5,9.904255522,0.150309951
4174,9.903390062,0.150335342
4174.5,9.902377975,0.150356442
4175,9.902374399,0.150371463
4175.5,9.903479469,0.150401906
4176,9.9035653,0.150416971
4176.5,9.902617586,0.150436864
4177,9.902456653,0.150465474
4177.5,9.902649772,0.150479153
4178,9.90310396,0.15050526
4178.5,9.903965843,0.150526986
4179,9.904434335,0.150541604
4179.5,9.903003824,0.150572092
4180,9.90346874,0.150587291
4180.5,9.904559505,0.150609285
4181,9.904981506,0.150635929
4181.5,9.904713285,0.150649921
4182,9.903550995,0.150675581
4182.5,9.903486622,0.150696949
4183,9.904681099,0.150712997
4183.5,9.904913557,0.150742099
4184,9.904480827,0.15076016
4184.5,9.904466522,0.150778756
4185,9.903890741,0.150805221
4185.5,9.904770506,0.150819526
4186,9.904863489,0.150847153
4186.5,9.905088795,0.150866867
4187,9.90497793,0.150883228
4187.5,9.904870642,0.150913224
4188,9.905178202,0.150928513
4188.5,9.905099523,0.150949479
4189,9.905128134,0.150978447
4189.5,9.905124557,0.150992484
4190,9.904845608,0.151019172
4190.5,9.905192507,0.151039154
4191,9.905124557,0.151053146
4191.5,9.905142439,0.151083634
4192,9.905163896,0.151096598
4192.5,9.90503515,0.151119263
4193,9.905124557,0.151147202
4193.5,9.905163896,0.151162267
4194,9.905374897,0.151187614
4194.5,9.905500067,0.151208625
4195,9.90513171,0.151222975
4195.5,9.905178202,0.151253507
4196,9.905360592,0.151270808
4196.5,9.905399931,0.151290835
4197,9.905428541,0.151318283
4197.5,9.90516032,0.151331336
4198,9.905113828,0.151358471
4198.5,9.905128134,0.151379482
4199,9.905532253,0.151394413
4199.5,9.905550135,0.151425973
4200,9.905532253,0.151440055
4200.5,9.905310524,0.151460529
4201,9.90571822,0.151489184
4201.5,9.906483543,0.151502014
4202,9.907095087,0.151528702
4202.5,9.905843389,0.151549802
4203,9.905557287,0.151566208
4203.5,9.906129492,0.151595265
4204,9.90697707,0.151611001
4204.5,9.90737046,0.151631654
4205,9.906172407,0.151659773
4205.5,9.905349863,0.151672245
4206,9.905700338,0.151699514
4206.5,9.906844747,0.151720301
4207,9.907413376,0.151734517
4207.5,9.907109392,0.15176572
4208,9.906326187,0.151780919
4208.5,9.907213104,0.151803271
4209,9.907771004,0.151829243
4209.5,9.907821072,0.151843906
4210,9.907652987,0.151870192
4210.5,9.906941307,0.15189536
4211,9.907345427,0.151906491
4211.5,9.907695902,0.151938275
4212,9.907824648,0.151953921
4212.5,9.907635105,0.151973099
4213,9.906590832,0.151999564
4213.5,9.907617224,0.152014495
4214,9.907842529,0.15204154
4214.5,9.907838953,0.152063177
4215,9.907892597,0.152077929
4215.5,9.907534969,0.152108417
4216,9.907842529,0.152123527
4216.5,9.907921207,0.152144448
4217,9.908504141,0.152171538
4217.5,9.908268106,0.15218629
4218,9.907667292,0.152211458
4218.5,9.907906902,0.15223533
4219,9.907935513,0.152248786
4219.5,9.908243073,0.15227905
4220,9.907889021,0.152295903
4220.5,9.907703054,0.152314813
4221,9.907946241,0.152343915
4221.5,9.907906902,0.152357281
4222,9.908525599,0.152383701
4222.5,9.908493412,0.152404533
4223,9.90792836,0.152420045
4223.5,9.907999886,0.152451114
4224,9.908225191,0.152468324
4224.5,9.908958328,0.152485804
4225,9.908886803,0.152515978
4225.5,9.907942665,0.152529926
4226,9.907885445,0.152552546
4226.5,9.90798558,0.152575792
4227,9.908790243,0.152590141
4227.5,9.908582819,0.152620138
4228,9.908074987,0.152639226
