Time (sec),Instron Force (kN),Extensometer (mm/mm)
4818,9.627598162,0.166659652
4818.5,9.626940127,0.166659652
4819,9.626443024,0.166659589
4819.5,9.626403685,0.166658275
4820,9.626317854,0.166659026
4820.5,9.626310702,0.166658776
4821,9.626196261,0.166659026
4821.5,9.626124735,0.166658963
4822,9.625731345,0.166658525
4822.5,9.625098343,0.166660027
4823,9.624393816,0.166657899
4823.5,9.624050493,0.166659714
4824,9.62367856,0.166659402
4824.5,9.623646374,0.166658338
4825,9.623614187,0.166658776
4825.5,9.623499747,0.166657712
4826,9.62349617,0.166658087
4826.5,9.623446102,0.166659714
4827,9.623024101,0.166659777
4827.5,9.622666474,0.166659151
4828,9.621829624,0.166659339
4828.5,9.621221657,0.166657712
4829,9.620999928,0.166659214
4829.5,9.620931978,0.166658963
4830,9.620799656,0.166659026
4830.5,9.620835419,0.166659214
4831,9.620717402,0.1666584
4831.5,9.620713825,0.166658275
4832,9.620459909,0.166657461
4832.5,9.619816179,0.166658588
4833,9.619236822,0.166657399
4833.5,9.618618126,0.166660027
4834,9.618399973,0.166658025
4834.5,9.618249769,0.16665984
4835,9.618113871,0.166658776
4835.5,9.618060226,0.166659276
4836,9.618088837,0.166659276
4836.5,9.61805665,0.166658713
4837,9.617788429,0.166658713
4837.5,9.617430801,0.166658776
4838,9.616837139,0.166659652
4838.5,9.61639368,0.166658901
4839,9.615774984,0.166659589
4839.5,9.615474577,0.166658776
4840,9.615345831,0.16666009
4840.5,9.615356559,0.166658588
4841,9.615445966,0.166659714
4841.5,9.615331526,0.166661404
4842,9.615285034,0.166660278
4842.5,9.615063305,0.166660966
4843,9.614791507,0.166659902
4843.5,9.614312286,0.166660403
4844,9.613411064,0.166660591
4844.5,9.613082046,0.166660841
4845,9.612778062,0.166659276
4845.5,9.612760181,0.166660027
4846,9.612602825,0.166660716
4846.5,9.612609977,0.166660528
4847,9.612574214,0.166660966
4847.5,9.612538452,0.166662406
4848,9.612413282,0.166661655
4848.5,9.612137908,0.166661029
4849,9.611687297,0.166661404
4849.5,9.61123311,0.16666178
4850,9.610650176,0.166660403
4850.5,9.610306854,0.166664471
4851,9.610113735,0.16666178
4851.5,9.609992141,0.166661404
4852,9.609942073,0.166662593
4852.5,9.609913463,0.166660966
4853,9.609856243,0.166663908
4853.5,9.60984909,0.166661029
4854,9.609537954,0.166661842
4854.5,9.609402055,0.166661655
4855,9.609048003,0.166663157
4855.5,9.608343477,0.166661842
4856,9.607917899,0.166661467
4856.5,9.607517356,0.166662406
4857,9.60733139,0.166663595
4857.5,9.607213372,0.166663157
4858,9.607152576,0.166661216
4858.5,9.607188338,0.166663657
4859,9.60717761,0.166663407
4859.5,9.607059592,0.166664846
4860,9.607048864,0.166664033
4860.5,9.606862897,0.166663344
4861,9.606287116,0.166665097
4861.5,9.606015319,0.166665848
4862,9.605257148,0.16666591
4862.5,9.604853028,0.166663219
4863,9.598462218,0.166664408
4863.5,9.616407985,0.166679178
4864,9.684271454,0.166705965
4864.5,9.717262627,0.166706278
4865,9.751684311,0.166709094
4865.5,9.78446806,0.166746707
4866,9.813979513,0.166754343
4866.5,9.840293773,0.166754343
4867,9.864169011,0.166773306
4867.5,9.885955702,0.166802345
4868,9.905224693,0.166801407
4868.5,9.921768559,0.166816865
4869,9.935673132,0.166849472
4869.5,9.947589293,0.16684966
4870,9.958589927,0.16687557
4870.5,9.968378202,0.1668981
4871,9.975916998,0.166899727
4871.5,9.981975215,0.166938467
4872,9.988019126,0.166945039
4872.5,9.993565935,0.166961311
4873,9.998383182,0.166993104
4873.5,10.00212397,0.166994105
4874,10.0053462,0.167034973
4874.5,10.00736322,0.167042922
4875,10.01091446,0.167063575
4875.5,10.01337852,0.167089985
4876,10.01591053,0.167093803
4876.5,10.01705493,0.167134233
4877,10.01798477,0.167136674
4877.5,10.01970496,0.167166715
4878,10.02078499,0.16718355
4878.5,10.02239074,0.167201199
4879,10.0223979,0.167231177
4879.5,10.02278771,0.167233618
4880,10.02430405,0.167275049
4880.5,10.02505149,0.167278554
4881,10.02524819,0.16730703
4881.5,10.02544131,0.167326932
4882,10.02598848,0.167338447
4882.5,10.02708282,0.167374872
4883,10.02780165,0.167379691
4883.5,10.02797689,0.167418368
4884,10.02801265,0.167424251
4884.5,10.0278088,0.167453979
4885,10.0279304,0.167471941
4885.5,10.02790536,0.167483707
4886,10.02818074,0.167518629
4886.5,10.0281414,0.167521571
4887,10.02796616,0.167562188
4887.5,10.02813067,0.167567946
4888,10.02822723,0.167599364
4888.5,10.02904262,0.167615886
4889,10.02888169,0.167630281
4889.5,10.02885665,0.16766295
4890,10.02813425,0.167664828
4890.5,10.0291821,0.167710014
4891,10.02993311,0.167710264
4891.5,10.03017988,0.167745812
4892,10.02968635,0.167757015
4892.5,10.02824153,0.167779045
4893,10.02901401,0.167805393
4893.5,10.02986874,0.16781597
4894,10.02947535,0.167853271
4894.5,10.02941098,0.16785471
4895,10.02813782,0.167896955
4895.5,10.02878155,0.167901899
4896,10.02975072,0.167928122
4896.5,10.03036227,0.167949338
4897,10.02985801,0.167962481
4897.5,10.02884235,0.167996215
4898,10.02982225,0.167999469
4898.5,10.02985086,0.16803921
4899,10.03046956,0.168045594
4899.5,10.02990808,0.168078138
4900,10.02798762,0.16809247
4900.5,10.02827014,0.168113686
4901,10.02920713,0.168140786
4901.5,10.02974,0.168146606
4902,10.02869215,0.168186973
4902.5,10.0280806,0.168188663
4903,10.02813067,0.168226902
4903.5,10.02880301,0.168236728
4904,10.0299045,0.16826195
4904.5,10.02958979,0.168282791
4905,10.02842035,0.168296872
4905.5,10.02823438,0.168330355
4906,10.02861347,0.168333109
4906.5,10.02945747,0.168374665
4907,10.02874937,0.168379672
4907.5,10.02827372,0.168414344
4908,10.02791967,0.168427424
4908.5,10.0281414,0.168445887
4909,10.02803053,0.168474864
4909.5,10.0282022,0.168478994
4910,10.02799477,0.168521051
4910.5,10.02796258,0.168521364
4911,10.02839531,0.168564986
4911.5,10.0292572,0.168569555
4912,10.0285634,0.168599658
4912.5,10.0280055,0.168617307
4913,10.0278553,0.1686307
4913.5,10.0279912,0.168664558
4914,10.02828803,0.168668001
4914.5,10.02805914,0.168708556
4915,10.02799477,0.16871325
4915.5,10.02778019,0.168743791
4916,10.02788391,0.168760439
4916.5,10.02791967,0.168779026
4917,10.02802696,0.168808817
4917.5,10.02793397,0.168814011
4918,10.02787318,0.168855255
4918.5,10.02791967,0.16885588
4919,10.02818074,0.168898376
4919.5,10.02823081,0.168903132
4920,10.02804484,0.168928792
4920.5,10.02785172,0.16895295
4921,10.0279447,0.168964277
4921.5,10.02799835,0.168999701
4922,10.02806272,0.169001954
4922.5,10.02790894,0.16904545
4923,10.02753701,0.16904714
4923.5,10.0278088,0.16908031
4924,10.02790894,0.169095893
4924.5,10.02804126,0.169113605
4925,10.02791609,0.169142457
4925.5,10.02790894,0.16914859
4926,10.02791967,0.169190897
4926.5,10.02796258,0.169192525
4927,10.02798047,0.169232391
4927.5,10.02797331,0.1692389
4928,10.02791252,0.169265749
4928.5,10.02781596,0.169286715
4929,10.02784457,0.169299482
4929.5,10.02795186,0.169336345
4930,10.02791252,0.169337471
4930.5,10.02784457,0.169379466
4931,10.02748694,0.169380968
4931.5,10.02788033,0.169414325
4932,10.02790179,0.169429533
4932.5,10.02792682,0.169451125
4933,10.02787675,0.169478162
4933.5,10.02740469,0.169486486
4934,10.02790179,0.169525163
4934.5,10.02784099,0.169527041
4935,10.02787318,0.169569035
4935.5,10.02789464,0.16957279
4936,10.0272974,0.169599702
4936.5,10.02770867,0.169620918
4937,10.02796258,0.169636251
4937.5,10.02791967,0.169668295
4938,10.02776231,0.169672551
4938.5,10.02689685,0.16971273
4939,10.02773728,0.169717799
4939.5,10.02793397,0.169751345
4940,10.02790894,0.169763925
4940.5,10.02791967,0.169786831
4941,10.02698984,0.169812553
4941.5,10.02779808,0.169819625
4942,10.02781953,0.169858615
4942.5,10.02789106,0.169860117
4943,10.02792325,0.169903489
4943.5,10.02699699,0.169908996
4944,10.02768006,0.169936033
4944.5,10.0277194,0.169957562
4945,10.02791609,0.169969015
4945.5,10.02795901,0.170002936
4946,10.02711858,0.17000594
4946.5,10.02788391,0.170047497
4947,10.02790536,0.170051252
4947.5,10.02794113,0.170083233
4948,10.02788748,0.170100694
4948.5,10.02751197,0.170119782
4949,10.02770509,0.170147445
4949.5,10.02782669,0.170153766
4950,10.02804484,0.170192756
4950.5,10.02793755,0.170194508
4951,10.02727594,0.170233061
4951.5,10.02745118,0.170241072
4952,10.02774801,0.170268546
4952.5,10.0278088,0.17028945
4953,10.02777662,0.170305096
4953.5,10.02760853,0.170338016
4954,10.0274476,0.17034321
4954.5,10.02786603,0.170382952
4955,10.02791252,0.17038533
4955.5,10.02789464,0.170420377
4956,10.02768364,0.170432957
4956.5,10.02730813,0.170450606
4957,10.02780523,0.170480897
4957.5,10.02788391,0.170489534
4958,10.02791967,0.170528461
4958.5,10.02779092,0.170531153
4959,10.02681818,0.170569893
4959.5,10.02775516,0.170576714
4960,10.02776947,0.170606004
4960.5,10.02794113,0.170624467
4961,10.02783742,0.170637735
4961.5,10.02710785,0.170672469
4962,10.02789821,0.170675661
4962.5,10.02790179,0.170718031
4963,10.02789464,0.170719658
4963.5,10.0278088,0.170755457
4964,10.02759423,0.170768975
4964.5,10.02789106,0.170790191
4965,10.02789464,0.170816227
4965.5,10.02787318,0.170826741
4966,10.02791252,0.170864793
4966.5,10.02696123,0.170864793
4967,10.02774801,0.170903345
4967.5,10.0278696,0.170911606
4968,10.02790179,0.170939143
4968.5,10.02788748,0.170960172
4969,10.02757992,0.170972251
4969.5,10.0278696,0.171007361
4970,10.02784099,0.171010866
4970.5,10.02798762,0.171054425
4971,10.02791609,0.171055426
4971.5,10.02755847,0.171093165
4972,10.0278088,0.17110418
4972.5,10.0278696,0.171126272
4973,10.02791967,0.171151181
4973.5,10.02798047,0.17115819
4974,10.02774801,0.171198433
4974.5,10.02756919,0.171199559
4975,10.02796974,0.17124099
4975.5,10.02789464,0.171247249
4976,10.0283524,0.171277853
4976.5,10.02796616,0.1712945
4977,10.02777662,0.171310835
4977.5,10.02787675,0.171345257
4978,10.02791967,0.171349325
4978.5,10.0282165,0.171392258
4979,10.0279304,0.171391444
4979.5,10.02769794,0.171428745
4980,10.02783026,0.171439948
4980.5,10.02785887,0.171465858
4981,10.02801265,0.171488013
4981.5,10.02799477,0.171498339
4982,10.02748694,0.171536641
4982.5,10.02789106,0.171538707
4983,10.02802338,0.171579449
4983.5,10.02862777,0.171583142
4984,10.02808775,0.171615874
4984.5,10.02774443,0.171632646
4985,10.0278553,0.171649795
4985.5,10.02792325,0.171679397
4986,10.02860632,0.171687721
4986.5,10.02814498,0.171726774
4987,10.02768721,0.171725961
4987.5,10.02785172,0.171766265
4988,10.02794828,0.171774151
4988.5,10.02823796,0.171799623
4989,10.02818431,0.171820964
4989.5,10.02789106,0.17183442
4990,10.02793755,0.171869655
4990.5,10.02838459,0.171873536
4991,10.02886023,0.171916657
4991.5,10.0284883,0.171919348
4992,10.02792682,0.171953206
4992.5,10.02788391,0.171966912
4993,10.02813782,0.171990757
4993.5,10.02840247,0.172014101
4994,10.02829518,0.172023114
4994.5,10.0277945,0.17206273
4995,10.02788748,0.172062542
4995.5,10.02797331,0.172103222
4996,10.02811994,0.172108917
4996.5,10.02844896,0.172142588
4997,10.02795543,0.172157421
4997.5,10.02793755,0.172173943
4998,10.02816286,0.172204735
4998.5,10.02929654,0.172208302
4999,10.02885665,0.172252299
4999.5,10.02810206,0.17225305
5000,10.0279304,0.172287722
5000.5,10.02810921,0.172301366
5001,10.02855625,0.172325399
5001.5,10.02845611,0.172348993
5002,10.02825942,0.172361009
5002.5,10.02789464,0.172396745
5003,10.02822365,0.172398372
5003.5,10.0292715,0.172439616
5004,10.02876725,0.172445624
5004.5,10.0289103,0.172474851
5005,10.02787318,0.172491874
5005.5,10.02834525,0.172508334
5006,10.02918925,0.172539627
5006.5,10.02937522,0.172546824
5007,10.02839889,0.17258644
5007.5,10.02813425,0.172587817
5008,10.02812352,0.172625243
5008.5,10.02854909,0.172635131
5009,10.02844896,0.172661917
5009.5,10.02839174,0.172682195
5010,10.02813067,0.172693585
5010.5,10.02810921,0.172729446
5011,10.02861704,0.172732513
5011.5,10.02964344,0.172775384
5012,10.02955045,0.172778576
5012.5,10.02868499,0.172815125
5013,10.02837028,0.17282639
5013.5,10.02952184,0.172846731
5014,10.02964344,0.172873016
5014.5,10.02936449,0.172882592
5015,10.02843465,0.172921958
5015.5,10.02813067,0.172923522
5016,10.02802696,0.172963264
5016.5,10.02887811,0.172970711
5017,10.03002252,0.172998687
5017.5,10.02921428,0.173017963
5018,10.02808418,0.173035674
5018.5,10.02861347,0.173067092
5019,10.02996888,0.173069282
5019.5,10.03032651,0.17311328
5020,10.03005113,0.173113092
5020.5,10.02874221,0.173151582
5021,10.02891745,0.17316172
5021.5,10.02979364,0.173187568
5022,10.03019418,0.173209097
5022.5,10.02933945,0.173221614
5023,10.02820577,0.173255222
5023.5,10.02835598,0.173259102
5024,10.02988662,0.173302098
5024.5,10.03051962,0.173303788
5025,10.02941098,0.173338084
5025.5,10.02879586,0.173352041
5026,10.02945032,0.17336994
5026.5,10.03048386,0.173401358
5027,10.03055896,0.173407804
5027.5,10.0305983,0.17344692
5028,10.0294074,0.17344886
5028.5,10.02973642,0.173488288
5029,10.03050532,0.173495423
5029.5,10.03064122,0.173527967
5030,10.03006186,0.173542674
5030.5,10.02890672,0.173560198
5031,10.02940383,0.173591365
5031.5,10.03043022,0.173595997
5032,10.03064837,0.173636677
5032.5,10.03053751,0.173638492
5033,10.029951,0.173678421
5033.5,10.03014054,0.173685994
5034,10.03056254,0.173713844
5034.5,10.03065195,0.173735624
5035,10.03052678,0.173748391
5035.5,10.03010478,0.173780685
5036,10.02960052,0.173783689
5036.5,10.03050174,0.173830315
5037,10.03053035,0.173831066
5037.5,10.03024783,0.173867052
5038,10.03002252,0.173878693
5038.5,10.02898182,0.173899909
5039,10.03020134,0.173926633
5039.5,10.03051962,0.173938837
5040,10.03064479,0.173975511
5040.5,10.03051247,0.173976763
5041,10.03028359,0.17401857
5041.5,10.03063764,0.174021762
5042,10.03056612,0.174053993
5042.5,10.03061976,0.17406845
5043,10.03061261,0.174088102
5043.5,10.02951827,0.174117704
5044,10.03053035,0.1741239
5044.5,10.03053751,0.174163204
5045,10.0306591,0.174165457
5045.5,10.03039088,0.174203884
5046,10.02968993,0.174212959
5046.5,10.03051247,0.174237429
5047,10.03051247,0.174259209
5047.5,10.03066983,0.174272602
5048,10.03057684,0.174307649
5048.5,10.03045525,0.174310341
5049,10.03062691,0.174353649
5049.5,10.03051247,0.174355589
5050,10.0306734,0.174392702
5050.5,10.03059115,0.174402966
5051,10.03007259,0.174423995
5051.5,10.03057684,0.174451595
5052,10.03051605,0.174460231
5052.5,10.03066625,0.174499284
5053,10.03061618,0.174500536
5053.5,10.03044452,0.174543094
5054,10.03056969,0.174547224
5054.5,10.03056969,0.174577515
5055,10.03083434,0.174594539
5055.5,10.03094163,0.174616255
5056,10.03059473,0.174641665
5056.5,10.03066983,0.174647986
5057,10.03071632,0.174689793
5057.5,10.03085937,0.174692546
5058,10.03084149,0.174730535
5058.5,10.03063049,0.174738233
5059,10.0304624,0.174765833
5059.5,10.0306734,0.17478536
5060,10.03079857,0.174801632
5060.5,10.03113474,0.174832799
5061,10.03063049,0.174840935
5061.5,10.0304481,0.174878924
5062,10.03064837,0.174882116
5062.5,10.03124203,0.174919229
5063,10.03177132,0.17492943
5063.5,10.03141012,0.174956342
5064,10.03062691,0.174976494
5064.5,10.03071632,0.174989762
5065,10.03090944,0.175023808
5065.5,10.03107395,0.175028627
5066,10.03071632,0.175070371
5066.5,10.03056612,0.175071373
5067,10.03060546,0.175109049
5067.5,10.03079142,0.17512069
5068,10.03137078,0.175144534
5068.5,10.03153529,0.175168254
5069,10.03090229,0.175177767
5069.5,10.03070201,0.175215443
5070,10.0319108,0.17521707
5070.5,10.03239717,0.175260755
5071,10.03176417,0.17526257
5071.5,10.03085579,0.175299119
5072,10.03079857,0.175312387
5072.5,10.03077354,0.175332665
5073,10.03170695,0.175358637
5073.5,10.03094163,0.175367024
5074,10.03067698,0.175405889
5074.5,10.03061618,0.175407015
5075,10.03087725,0.175446569
5075.5,10.03209676,0.175455456
5076,10.03128495,0.175485184
5076.5,10.03102388,0.175503459
5077,10.03088083,0.175519105
5077.5,10.03098812,0.175549959
5078,10.03282275,0.175555216
5078.5,10.03221836,0.175596773
5079,10.03144588,0.175597962
5079.5,10.03105607,0.175635826
5080,10.03119196,0.175645276
5080.5,10.03198232,0.175672751
5081,10.0321218,0.175693279
5081.5,10.03157105,0.175708236
5082,10.03084149,0.175741719
5082.5,10.03162112,0.17574247
5083,10.03255453,0.175787093
5083.5,10.03305163,0.175789096
5084,10.03264751,0.175825959
5084.5,10.03122058,0.175837474
5085,10.03221836,0.175860631
5085.5,10.03280129,0.175883912
5086,10.0330266,0.17589718
5086.5,10.03203239,0.175931477
5087,10.03099527,0.175934356
5087.5,10.03201809,0.175975474
5088,10.03209319,0.175979354
5088.5,10.03284778,0.176013651
5089,10.03249373,0.176028421
5089.5,10.03140654,0.176047822
5090,10.03242578,0.176074734
5090.5,10.0327548,0.17608168
5091,10.03324475,0.176122611
5091.5,10.0331768,0.176124238
5092,10.03194298,0.176165419
5092.5,10.03266182,0.176171865
5093,10.03295865,0.176202657
5093.5,10.03337349,0.176218616
5094,10.032905,0.176234888
5094.5,10.03221836,0.176266306
5095,10.03203954,0.176271313
5095.5,10.03204312,0.176311868
5096,10.03306951,0.176314371
5096.5,10.0332376,0.176353361
5097,10.03304448,0.17636156
5097.5,10.0321361,0.176387658
5098,10.03316607,0.176409062
5098.5,10.033116,0.176422768
5099,10.03320899,0.176457002
5099.5,10.03298726,0.176459631
5100,10.03214326,0.176500749
5100.5,10.03303017,0.176504191
5101,10.03322687,0.176537736
5101.5,10.03327694,0.176553445
5102,10.0331017,0.176571908
5102.5,10.0322112,0.176600134
5103,10.03264036,0.176612275
5103.5,10.03309812,0.176647886
5104,10.03331627,0.176650514
5104.5,10.03326621,0.176690193
5105,10.03198948,0.17669545
5105.5,10.03327336,0.176725429
5106,10.03326263,0.176744705
5106.5,10.03334846,0.176760726
5107,10.03329839,0.176792707
5107.5,10.03259744,0.176798778
5108,10.03321614,0.176838895
5108.5,10.03316607,0.176840522
5109,10.03333416,0.176880326
5109.5,10.03311958,0.176888024
5110,10.03244724,0.176915812
5110.5,10.03301944,0.176934337
5111,10.03325548,0.176946228
5111.5,10.03344144,0.17698428
5112,10.03329124,0.176985031
5112.5,10.03292646,0.177030092
5113,10.03329482,0.177031281
5113.5,10.03330197,0.177068206
5114,10.03345217,0.177078407
5114.5,10.03340926,0.177104568
5115,10.03309812,0.177126535
5115.5,10.03321971,0.177136236
5116,10.03339138,0.177174725
5116.5,10.03338065,0.177176353
5117,10.03336992,0.177220037
5117.5,10.03315177,0.177223604
5118,10.03326621,0.177251893
5118.5,10.03338065,0.177271544
5119,10.03357019,0.177290382
5119.5,10.03369178,0.177318733
5120,10.03342714,0.17732593
5120.5,10.03324117,0.17736586
5121,10.03339495,0.177366173
5121.5,10.03353085,0.177408042
5122,10.03390636,0.177415427
5122.5,10.03329482,0.177443715
5123,10.03323402,0.177463868
5123.5,10.03337349,0.177478074
5124,10.03336992,0.177510431
5124.5,10.03356304,0.177516689
5125,10.03335919,0.177558183
5125.5,10.03329124,0.177558621
5126,10.03340211,0.177595484
5126.5,10.03356304,0.177606811
5127,10.03369536,0.17763172
5127.5,10.03335919,0.177655753
5128,10.0332519,0.177666455
5128.5,10.03330197,0.177702316
5129,10.03338065,0.177704256
5129.5,10.03402438,0.177747252
5130,10.03341283,0.177750631
5130.5,10.03328051,0.177783551
5131,10.03341641,0.177799072
5131.5,10.03345933,0.177816971
5132,10.0340208,0.177845635
5132.5,10.03351297,0.177851581
5133,10.03337707,0.177892261
5133.5,10.03348436,0.177894764
5134,10.03378477,0.177934068
5134.5,10.03475036,0.177941766
5135,10.03444995,0.177968552
5135.5,10.03361668,0.177990206
5136,10.03380265,0.178003036
5136.5,10.03434624,0.178036019
5137,10.03457155,0.178038021
